Year,Location,Sex or gender,Age at divorce,Indicator,Unit Of Measure,VALUE
2009,Ontario,Males,55 to 59 years,Divorce rate,"Rate per 1,000 married persons",7.2
2009,Ontario,Males,60 to 64 years,Number of divorces,Number,1194.0
2009,Ontario,Males,60 to 64 years,Divorce rate,"Rate per 1,000 married persons",4.4
2009,Ontario,Males,65 years and over,Number of divorces,Number,927.0
2009,Ontario,Males,65 years and over,Divorce rate,"Rate per 1,000 married persons",1.5
2009,Ontario,Females,All ages,Number of divorces,Number,29583.0
2009,Ontario,Females,All ages,Divorce rate,"Rate per 1,000 married persons",10.2
2009,Ontario,Females,Under 20 years,Number of divorces,Number,6.0
2009,Ontario,Females,Under 20 years,Divorce rate,"Rate per 1,000 married persons",4.2
2009,Ontario,Females,20 to 24 years,Number of divorces,Number,1059.0
2009,Ontario,Females,20 to 24 years,Divorce rate,"Rate per 1,000 married persons",24.7
2009,Ontario,Females,25 to 29 years,Number of divorces,Number,3303.0
2009,Ontario,Females,25 to 29 years,Divorce rate,"Rate per 1,000 married persons",21.0
2009,Ontario,Females,30 to 34 years,Number of divorces,Number,4563.0
2009,Ontario,Females,30 to 34 years,Divorce rate,"Rate per 1,000 married persons",17.2
2009,Ontario,Females,35 to 39 years,Number of divorces,Number,5106.0
2009,Ontario,Females,35 to 39 years,Divorce rate,"Rate per 1,000 married persons",15.8
2009,Ontario,Females,40 to 44 years,Number of divorces,Number,5022.0
2009,Ontario,Females,40 to 44 years,Divorce rate,"Rate per 1,000 married persons",14.1
2009,Ontario,Females,45 to 49 years,Number of divorces,Number,4758.0
2009,Ontario,Females,45 to 49 years,Divorce rate,"Rate per 1,000 married persons",12.2
2009,Ontario,Females,50 to 54 years,Number of divorces,Number,2994.0
2009,Ontario,Females,50 to 54 years,Divorce rate,"Rate per 1,000 married persons",8.6
2009,Ontario,Females,55 to 59 years,Number of divorces,Number,1572.0
2009,Ontario,Females,55 to 59 years,Divorce rate,"Rate per 1,000 married persons",5.3
2009,Ontario,Females,60 to 64 years,Number of divorces,Number,741.0
2009,Ontario,Females,60 to 64 years,Divorce rate,"Rate per 1,000 married persons",3.0
2009,Ontario,Females,65 years and over,Number of divorces,Number,459.0
2009,Ontario,Females,65 years and over,Divorce rate,"Rate per 1,000 married persons",1.0
2010,Ontario,Both sexes,All ages,Number of divorces,Number,58713.0
2010,Ontario,Both sexes,All ages,Divorce rate,"Rate per 1,000 married persons",10.1
2010,Ontario,Both sexes,Under 20 years,Number of divorces,Number,6.0
2010,Ontario,Both sexes,Under 20 years,Divorce rate,"Rate per 1,000 married persons",3.9
2010,Ontario,Both sexes,20 to 24 years,Number of divorces,Number,1281.0
2010,Ontario,Both sexes,20 to 24 years,Divorce rate,"Rate per 1,000 married persons",22.6
2010,Ontario,Both sexes,25 to 29 years,Number of divorces,Number,5286.0
2010,Ontario,Both sexes,25 to 29 years,Divorce rate,"Rate per 1,000 married persons",21.1
2010,Ontario,Both sexes,30 to 34 years,Number of divorces,Number,8265.0
2010,Ontario,Both sexes,30 to 34 years,Divorce rate,"Rate per 1,000 married persons",17.8
2010,Ontario,Both sexes,35 to 39 years,Number of divorces,Number,9657.0
2010,Ontario,Both sexes,35 to 39 years,Divorce rate,"Rate per 1,000 married persons",15.9
2010,Ontario,Both sexes,40 to 44 years,Number of divorces,Number,9978.0
2010,Ontario,Both sexes,40 to 44 years,Divorce rate,"Rate per 1,000 married persons",14.8
2010,Ontario,Both sexes,45 to 49 years,Number of divorces,Number,9801.0
2010,Ontario,Both sexes,45 to 49 years,Divorce rate,"Rate per 1,000 married persons",12.6
2010,Ontario,Both sexes,50 to 54 years,Number of divorces,Number,6849.0
2010,Ontario,Both sexes,50 to 54 years,Divorce rate,"Rate per 1,000 married persons",9.6
2010,Ontario,Both sexes,55 to 59 years,Number of divorces,Number,3921.0
2010,Ontario,Both sexes,55 to 59 years,Divorce rate,"Rate per 1,000 married persons",6.3
2010,Ontario,Both sexes,60 to 64 years,Number of divorces,Number,2160.0
2010,Ontario,Both sexes,60 to 64 years,Divorce rate,"Rate per 1,000 married persons",4.0
2010,Ontario,Both sexes,65 years and over,Number of divorces,Number,1509.0
2010,Ontario,Both sexes,65 years and over,Divorce rate,"Rate per 1,000 married persons",1.4
2010,Ontario,Males,All ages,Number of divorces,Number,29331.0
2010,Ontario,Males,All ages,Divorce rate,"Rate per 1,000 married persons",10.2
2010,Ontario,Males,Under 20 years,Number of divorces,Number,3.0
2010,Ontario,Males,Under 20 years,Divorce rate,"Rate per 1,000 married persons",9.2
2010,Ontario,Males,20 to 24 years,Number of divorces,Number,354.0
2010,Ontario,Males,20 to 24 years,Divorce rate,"Rate per 1,000 married persons",22.7
2010,Ontario,Males,25 to 29 years,Number of divorces,Number,2139.0
2010,Ontario,Males,25 to 29 years,Divorce rate,"Rate per 1,000 married persons",22.2
2010,Ontario,Males,30 to 34 years,Number of divorces,Number,3825.0
2010,Ontario,Males,30 to 34 years,Divorce rate,"Rate per 1,000 married persons",19.0
2010,Ontario,Males,35 to 39 years,Number of divorces,Number,4725.0
2010,Ontario,Males,35 to 39 years,Divorce rate,"Rate per 1,000 married persons",16.5
2010,Ontario,Males,40 to 44 years,Number of divorces,Number,4920.0
2010,Ontario,Males,40 to 44 years,Divorce rate,"Rate per 1,000 married persons",15.0
2010,Ontario,Males,45 to 49 years,Number of divorces,Number,5112.0
2010,Ontario,Males,45 to 49 years,Divorce rate,"Rate per 1,000 married persons",13.3
2010,Ontario,Males,50 to 54 years,Number of divorces,Number,3699.0
2010,Ontario,Males,50 to 54 years,Divorce rate,"Rate per 1,000 married persons",10.3
2010,Ontario,Males,55 to 59 years,Number of divorces,Number,2202.0
2010,Ontario,Males,55 to 59 years,Divorce rate,"Rate per 1,000 married persons",7.0
2010,Ontario,Males,60 to 64 years,Number of divorces,Number,1338.0
2010,Ontario,Males,60 to 64 years,Divorce rate,"Rate per 1,000 married persons",4.7
2010,Ontario,Males,65 years and over,Number of divorces,Number,1014.0
2010,Ontario,Males,65 years and over,Divorce rate,"Rate per 1,000 married persons",1.6
2010,Ontario,Females,All ages,Number of divorces,Number,29382.0
2010,Ontario,Females,All ages,Divorce rate,"Rate per 1,000 married persons",10.0
2010,Ontario,Females,Under 20 years,Number of divorces,Number,3.0
2010,Ontario,Females,Under 20 years,Divorce rate,"Rate per 1,000 married persons",2.5
2010,Ontario,Females,20 to 24 years,Number of divorces,Number,927.0
2010,Ontario,Females,20 to 24 years,Divorce rate,"Rate per 1,000 married persons",22.6
2010,Ontario,Females,25 to 29 years,Number of divorces,Number,3147.0
2010,Ontario,Females,25 to 29 years,Divorce rate,"Rate per 1,000 married persons",20.3
2010,Ontario,Females,30 to 34 years,Number of divorces,Number,4440.0
2010,Ontario,Females,30 to 34 years,Divorce rate,"Rate per 1,000 married persons",16.9
2010,Ontario,Females,35 to 39 years,Number of divorces,Number,4932.0
2010,Ontario,Females,35 to 39 years,Divorce rate,"Rate per 1,000 married persons",15.4
2010,Ontario,Females,40 to 44 years,Number of divorces,Number,5058.0
2010,Ontario,Females,40 to 44 years,Divorce rate,"Rate per 1,000 married persons",14.6
2010,Ontario,Females,45 to 49 years,Number of divorces,Number,4689.0
2010,Ontario,Females,45 to 49 years,Divorce rate,"Rate per 1,000 married persons",12.0
2010,Ontario,Females,50 to 54 years,Number of divorces,Number,3150.0
2010,Ontario,Females,50 to 54 years,Divorce rate,"Rate per 1,000 married persons",8.8
2010,Ontario,Females,55 to 59 years,Number of divorces,Number,1719.0
2010,Ontario,Females,55 to 59 years,Divorce rate,"Rate per 1,000 married persons",5.6
2010,Ontario,Females,60 to 64 years,Number of divorces,Number,822.0
2010,Ontario,Females,60 to 64 years,Divorce rate,"Rate per 1,000 married persons",3.1
2010,Ontario,Females,65 years and over,Number of divorces,Number,495.0
2010,Ontario,Females,65 years and over,Divorce rate,"Rate per 1,000 married persons",1.0
2011,Ontario,Both sexes,All ages,Number of divorces,Number,57270.0
2011,Ontario,Both sexes,All ages,Divorce rate,"Rate per 1,000 married persons",9.8
2011,Ontario,Both sexes,Under 20 years,Number of divorces,Number,3.0
2011,Ontario,Both sexes,Under 20 years,Divorce rate,"Rate per 1,000 married persons",2.3
2011,Ontario,Both sexes,20 to 24 years,Number of divorces,Number,1050.0
2011,Ontario,Both sexes,20 to 24 years,Divorce rate,"Rate per 1,000 married persons",19.3
2011,Ontario,Both sexes,25 to 29 years,Number of divorces,Number,4944.0
2011,Ontario,Both sexes,25 to 29 years,Divorce rate,"Rate per 1,000 married persons",20.4
2011,Ontario,Both sexes,30 to 34 years,Number of divorces,Number,7764.0
2011,Ontario,Both sexes,30 to 34 years,Divorce rate,"Rate per 1,000 married persons",16.9
2011,Ontario,Both sexes,35 to 39 years,Number of divorces,Number,9300.0
2011,Ontario,Both sexes,35 to 39 years,Divorce rate,"Rate per 1,000 married persons",15.6
2011,Ontario,Both sexes,40 to 44 years,Number of divorces,Number,9699.0
2011,Ontario,Both sexes,40 to 44 years,Divorce rate,"Rate per 1,000 married persons",14.5
2011,Ontario,Both sexes,45 to 49 years,Number of divorces,Number,9528.0
2011,Ontario,Both sexes,45 to 49 years,Divorce rate,"Rate per 1,000 married persons",12.5
2011,Ontario,Both sexes,50 to 54 years,Number of divorces,Number,7074.0
2011,Ontario,Both sexes,50 to 54 years,Divorce rate,"Rate per 1,000 married persons",9.7
2011,Ontario,Both sexes,55 to 59 years,Number of divorces,Number,4107.0
2011,Ontario,Both sexes,55 to 59 years,Divorce rate,"Rate per 1,000 married persons",6.5
2011,Ontario,Both sexes,60 to 64 years,Number of divorces,Number,2211.0
2011,Ontario,Both sexes,60 to 64 years,Divorce rate,"Rate per 1,000 married persons",3.9
2011,Ontario,Both sexes,65 years and over,Number of divorces,Number,1590.0
2011,Ontario,Both sexes,65 years and over,Divorce rate,"Rate per 1,000 married persons",1.4
2011,Ontario,Males,All ages,Number of divorces,Number,28608.0
2011,Ontario,Males,All ages,Divorce rate,"Rate per 1,000 married persons",9.9
2011,Ontario,Males,Under 20 years,Number of divorces,Number,0.0
2011,Ontario,Males,Under 20 years,Divorce rate,"Rate per 1,000 married persons",0.0
2011,Ontario,Males,20 to 24 years,Number of divorces,Number,270.0
2011,Ontario,Males,20 to 24 years,Divorce rate,"Rate per 1,000 married persons",17.4
2011,Ontario,Males,25 to 29 years,Number of divorces,Number,2010.0
2011,Ontario,Males,25 to 29 years,Divorce rate,"Rate per 1,000 married persons",21.9
2011,Ontario,Males,30 to 34 years,Number of divorces,Number,3516.0
2011,Ontario,Males,30 to 34 years,Divorce rate,"Rate per 1,000 married persons",17.8
2011,Ontario,Males,35 to 39 years,Number of divorces,Number,4575.0
2011,Ontario,Males,35 to 39 years,Divorce rate,"Rate per 1,000 married persons",16.3
2011,Ontario,Males,40 to 44 years,Number of divorces,Number,4788.0
2011,Ontario,Males,40 to 44 years,Divorce rate,"Rate per 1,000 married persons",14.9
2011,Ontario,Males,45 to 49 years,Number of divorces,Number,4932.0
2011,Ontario,Males,45 to 49 years,Divorce rate,"Rate per 1,000 married persons",13.1
2011,Ontario,Males,50 to 54 years,Number of divorces,Number,3759.0
2011,Ontario,Males,50 to 54 years,Divorce rate,"Rate per 1,000 married persons",10.3
2011,Ontario,Males,55 to 59 years,Number of divorces,Number,2373.0
2011,Ontario,Males,55 to 59 years,Divorce rate,"Rate per 1,000 married persons",7.4
2011,Ontario,Males,60 to 64 years,Number of divorces,Number,1332.0
2011,Ontario,Males,60 to 64 years,Divorce rate,"Rate per 1,000 married persons",4.6
2011,Ontario,Males,65 years and over,Number of divorces,Number,1053.0
2011,Ontario,Males,65 years and over,Divorce rate,"Rate per 1,000 married persons",1.6
2011,Ontario,Females,All ages,Number of divorces,Number,28662.0
2011,Ontario,Females,All ages,Divorce rate,"Rate per 1,000 married persons",9.7
2011,Ontario,Females,Under 20 years,Number of divorces,Number,3.0
2011,Ontario,Females,Under 20 years,Divorce rate,"Rate per 1,000 married persons",3.0
2011,Ontario,Females,20 to 24 years,Number of divorces,Number,780.0
2011,Ontario,Females,20 to 24 years,Divorce rate,"Rate per 1,000 married persons",20.0
2011,Ontario,Females,25 to 29 years,Number of divorces,Number,2934.0
2011,Ontario,Females,25 to 29 years,Divorce rate,"Rate per 1,000 married persons",19.4
2011,Ontario,Females,30 to 34 years,Number of divorces,Number,4248.0
2011,Ontario,Females,30 to 34 years,Divorce rate,"Rate per 1,000 married persons",16.2
2011,Ontario,Females,35 to 39 years,Number of divorces,Number,4725.0
2011,Ontario,Females,35 to 39 years,Divorce rate,"Rate per 1,000 married persons",15.0
2011,Ontario,Females,40 to 44 years,Number of divorces,Number,4911.0
2011,Ontario,Females,40 to 44 years,Divorce rate,"Rate per 1,000 married persons",14.2
2011,Ontario,Females,45 to 49 years,Number of divorces,Number,4596.0
2011,Ontario,Females,45 to 49 years,Divorce rate,"Rate per 1,000 married persons",12.0
2011,Ontario,Females,50 to 54 years,Number of divorces,Number,3315.0
2011,Ontario,Females,50 to 54 years,Divorce rate,"Rate per 1,000 married persons",9.1
2011,Ontario,Females,55 to 59 years,Number of divorces,Number,1734.0
2011,Ontario,Females,55 to 59 years,Divorce rate,"Rate per 1,000 married persons",5.5
2011,Ontario,Females,60 to 64 years,Number of divorces,Number,879.0
2011,Ontario,Females,60 to 64 years,Divorce rate,"Rate per 1,000 married persons",3.2
2011,Ontario,Females,65 years and over,Number of divorces,Number,537.0
2011,Ontario,Females,65 years and over,Divorce rate,"Rate per 1,000 married persons",1.1
2012,Ontario,Both sexes,All ages,Number of divorces,Number,56919.0
2012,Ontario,Both sexes,All ages,Divorce rate,"Rate per 1,000 married persons",9.7
2012,Ontario,Both sexes,Under 20 years,Number of divorces,Number,12.0
2012,Ontario,Both sexes,Under 20 years,Divorce rate,"Rate per 1,000 married persons",9.6
2012,Ontario,Both sexes,20 to 24 years,Number of divorces,Number,816.0
2012,Ontario,Both sexes,20 to 24 years,Divorce rate,"Rate per 1,000 married persons",16.1
2012,Ontario,Both sexes,25 to 29 years,Number of divorces,Number,4671.0
2012,Ontario,Both sexes,25 to 29 years,Divorce rate,"Rate per 1,000 married persons",19.7
2012,Ontario,Both sexes,30 to 34 years,Number of divorces,Number,7689.0
2012,Ontario,Both sexes,30 to 34 years,Divorce rate,"Rate per 1,000 married persons",16.7
2012,Ontario,Both sexes,35 to 39 years,Number of divorces,Number,8997.0
2012,Ontario,Both sexes,35 to 39 years,Divorce rate,"Rate per 1,000 married persons",15.3
2012,Ontario,Both sexes,40 to 44 years,Number of divorces,Number,9501.0
2012,Ontario,Both sexes,40 to 44 years,Divorce rate,"Rate per 1,000 married persons",14.3
2012,Ontario,Both sexes,45 to 49 years,Number of divorces,Number,9555.0
2012,Ontario,Both sexes,45 to 49 years,Divorce rate,"Rate per 1,000 married persons",12.9
2012,Ontario,Both sexes,50 to 54 years,Number of divorces,Number,7371.0
2012,Ontario,Both sexes,50 to 54 years,Divorce rate,"Rate per 1,000 married persons",9.9
2012,Ontario,Both sexes,55 to 59 years,Number of divorces,Number,4356.0
2012,Ontario,Both sexes,55 to 59 years,Divorce rate,"Rate per 1,000 married persons",6.7
2012,Ontario,Both sexes,60 to 64 years,Number of divorces,Number,2241.0
2012,Ontario,Both sexes,60 to 64 years,Divorce rate,"Rate per 1,000 married persons",4.0
2012,Ontario,Both sexes,65 years and over,Number of divorces,Number,1710.0
2012,Ontario,Both sexes,65 years and over,Divorce rate,"Rate per 1,000 married persons",1.4
2012,Ontario,Males,All ages,Number of divorces,Number,28395.0
2012,Ontario,Males,All ages,Divorce rate,"Rate per 1,000 married persons",9.7
2012,Ontario,Males,Under 20 years,Number of divorces,Number,3.0
2012,Ontario,Males,Under 20 years,Divorce rate,"Rate per 1,000 married persons",9.8
2012,Ontario,Males,20 to 24 years,Number of divorces,Number,222.0
2012,Ontario,Males,20 to 24 years,Divorce rate,"Rate per 1,000 married persons",15.0
2012,Ontario,Males,25 to 29 years,Number of divorces,Number,1818.0
2012,Ontario,Males,25 to 29 years,Divorce rate,"Rate per 1,000 married persons",20.1
2012,Ontario,Males,30 to 34 years,Number of divorces,Number,3504.0
2012,Ontario,Males,30 to 34 years,Divorce rate,"Rate per 1,000 married persons",17.6
2012,Ontario,Males,35 to 39 years,Number of divorces,Number,4359.0
2012,Ontario,Males,35 to 39 years,Divorce rate,"Rate per 1,000 married persons",15.8
2012,Ontario,Males,40 to 44 years,Number of divorces,Number,4692.0
2012,Ontario,Males,40 to 44 years,Divorce rate,"Rate per 1,000 married persons",14.6
2012,Ontario,Males,45 to 49 years,Number of divorces,Number,4842.0
2012,Ontario,Males,45 to 49 years,Divorce rate,"Rate per 1,000 married persons",13.2
2012,Ontario,Males,50 to 54 years,Number of divorces,Number,4005.0
2012,Ontario,Males,50 to 54 years,Divorce rate,"Rate per 1,000 married persons",10.8
2012,Ontario,Males,55 to 59 years,Number of divorces,Number,2472.0
2012,Ontario,Males,55 to 59 years,Divorce rate,"Rate per 1,000 married persons",7.5
2012,Ontario,Males,60 to 64 years,Number of divorces,Number,1332.0
2012,Ontario,Males,60 to 64 years,Divorce rate,"Rate per 1,000 married persons",4.6
2012,Ontario,Males,65 years and over,Number of divorces,Number,1146.0
2012,Ontario,Males,65 years and over,Divorce rate,"Rate per 1,000 married persons",1.7
2012,Ontario,Females,All ages,Number of divorces,Number,28524.0
2012,Ontario,Females,All ages,Divorce rate,"Rate per 1,000 married persons",9.6
2012,Ontario,Females,Under 20 years,Number of divorces,Number,9.0
2012,Ontario,Females,Under 20 years,Divorce rate,"Rate per 1,000 married persons",9.5
2012,Ontario,Females,20 to 24 years,Number of divorces,Number,594.0
2012,Ontario,Females,20 to 24 years,Divorce rate,"Rate per 1,000 married persons",16.6
2012,Ontario,Females,25 to 29 years,Number of divorces,Number,2853.0
2012,Ontario,Females,25 to 29 years,Divorce rate,"Rate per 1,000 married persons",19.5
2012,Ontario,Females,30 to 34 years,Number of divorces,Number,4185.0
2012,Ontario,Females,30 to 34 years,Divorce rate,"Rate per 1,000 married persons",16.0
2012,Ontario,Females,35 to 39 years,Number of divorces,Number,4638.0
2012,Ontario,Females,35 to 39 years,Divorce rate,"Rate per 1,000 married persons",14.9
2012,Ontario,Females,40 to 44 years,Number of divorces,Number,4809.0
2012,Ontario,Females,40 to 44 years,Divorce rate,"Rate per 1,000 married persons",14.0
2012,Ontario,Females,45 to 49 years,Number of divorces,Number,4713.0
2012,Ontario,Females,45 to 49 years,Divorce rate,"Rate per 1,000 married persons",12.5
2012,Ontario,Females,50 to 54 years,Number of divorces,Number,3366.0
2012,Ontario,Females,50 to 54 years,Divorce rate,"Rate per 1,000 married persons",9.1
2012,Ontario,Females,55 to 59 years,Number of divorces,Number,1884.0
2012,Ontario,Females,55 to 59 years,Divorce rate,"Rate per 1,000 married persons",5.8
2012,Ontario,Females,60 to 64 years,Number of divorces,Number,909.0
2012,Ontario,Females,60 to 64 years,Divorce rate,"Rate per 1,000 married persons",3.3
2012,Ontario,Females,65 years and over,Number of divorces,Number,564.0
2012,Ontario,Females,65 years and over,Divorce rate,"Rate per 1,000 married persons",1.1
2013,Ontario,Both sexes,All ages,Number of divorces,Number,54798.0
2013,Ontario,Both sexes,All ages,Divorce rate,"Rate per 1,000 married persons",9.2
2013,Ontario,Both sexes,Under 20 years,Number of divorces,Number,3.0
2013,Ontario,Both sexes,Under 20 years,Divorce rate,"Rate per 1,000 married persons",2.5
2013,Ontario,Both sexes,20 to 24 years,Number of divorces,Number,666.0
2013,Ontario,Both sexes,20 to 24 years,Divorce rate,"Rate per 1,000 married persons",14.3
2013,Ontario,Both sexes,25 to 29 years,Number of divorces,Number,4002.0
2013,Ontario,Both sexes,25 to 29 years,Divorce rate,"Rate per 1,000 married persons",17.5
2013,Ontario,Both sexes,30 to 34 years,Number of divorces,Number,7191.0
2013,Ontario,Both sexes,30 to 34 years,Divorce rate,"Rate per 1,000 married persons",15.6
2013,Ontario,Both sexes,35 to 39 years,Number of divorces,Number,8454.0
2013,Ontario,Both sexes,35 to 39 years,Divorce rate,"Rate per 1,000 married persons",14.5
2013,Ontario,Both sexes,40 to 44 years,Number of divorces,Number,9174.0
2013,Ontario,Both sexes,40 to 44 years,Divorce rate,"Rate per 1,000 married persons",14.0
2013,Ontario,Both sexes,45 to 49 years,Number of divorces,Number,9090.0
2013,Ontario,Both sexes,45 to 49 years,Divorce rate,"Rate per 1,000 married persons",12.6
2013,Ontario,Both sexes,50 to 54 years,Number of divorces,Number,7539.0
2013,Ontario,Both sexes,50 to 54 years,Divorce rate,"Rate per 1,000 married persons",10.0
2013,Ontario,Both sexes,55 to 59 years,Number of divorces,Number,4500.0
2013,Ontario,Both sexes,55 to 59 years,Divorce rate,"Rate per 1,000 married persons",6.7
2013,Ontario,Both sexes,60 to 64 years,Number of divorces,Number,2355.0
2013,Ontario,Both sexes,60 to 64 years,Divorce rate,"Rate per 1,000 married persons",4.2
2013,Ontario,Both sexes,65 years and over,Number of divorces,Number,1824.0
2013,Ontario,Both sexes,65 years and over,Divorce rate,"Rate per 1,000 married persons",1.5
2013,Ontario,Males,All ages,Number of divorces,Number,27351.0
2013,Ontario,Males,All ages,Divorce rate,"Rate per 1,000 married persons",9.3
2013,Ontario,Males,Under 20 years,Number of divorces,Number,0.0
2013,Ontario,Males,Under 20 years,Divorce rate,"Rate per 1,000 married persons",0.0
2013,Ontario,Males,20 to 24 years,Number of divorces,Number,165.0
2013,Ontario,Males,20 to 24 years,Divorce rate,"Rate per 1,000 married persons",11.7
2013,Ontario,Males,25 to 29 years,Number of divorces,Number,1575.0
2013,Ontario,Males,25 to 29 years,Divorce rate,"Rate per 1,000 married persons",17.8
2013,Ontario,Males,30 to 34 years,Number of divorces,Number,3216.0
2013,Ontario,Males,30 to 34 years,Divorce rate,"Rate per 1,000 married persons",16.0
2013,Ontario,Males,35 to 39 years,Number of divorces,Number,4095.0
2013,Ontario,Males,35 to 39 years,Divorce rate,"Rate per 1,000 married persons",15.0
2013,Ontario,Males,40 to 44 years,Number of divorces,Number,4512.0
2013,Ontario,Males,40 to 44 years,Divorce rate,"Rate per 1,000 married persons",14.2
2013,Ontario,Males,45 to 49 years,Number of divorces,Number,4641.0
2013,Ontario,Males,45 to 49 years,Divorce rate,"Rate per 1,000 married persons",13.0
2013,Ontario,Males,50 to 54 years,Number of divorces,Number,3957.0
2013,Ontario,Males,50 to 54 years,Divorce rate,"Rate per 1,000 married persons",10.5
2013,Ontario,Males,55 to 59 years,Number of divorces,Number,2547.0
2013,Ontario,Males,55 to 59 years,Divorce rate,"Rate per 1,000 married persons",7.6
2013,Ontario,Males,60 to 64 years,Number of divorces,Number,1422.0
2013,Ontario,Males,60 to 64 years,Divorce rate,"Rate per 1,000 married persons",4.9
2013,Ontario,Males,65 years and over,Number of divorces,Number,1221.0
2013,Ontario,Males,65 years and over,Divorce rate,"Rate per 1,000 married persons",1.8
2013,Ontario,Females,All ages,Number of divorces,Number,27447.0
2013,Ontario,Females,All ages,Divorce rate,"Rate per 1,000 married persons",9.2
2013,Ontario,Females,Under 20 years,Number of divorces,Number,3.0
2013,Ontario,Females,Under 20 years,Divorce rate,"Rate per 1,000 married persons",3.4
2013,Ontario,Females,20 to 24 years,Number of divorces,Number,501.0
2013,Ontario,Females,20 to 24 years,Divorce rate,"Rate per 1,000 married persons",15.4
2013,Ontario,Females,25 to 29 years,Number of divorces,Number,2427.0
2013,Ontario,Females,25 to 29 years,Divorce rate,"Rate per 1,000 married persons",17.2
2013,Ontario,Females,30 to 34 years,Number of divorces,Number,3975.0
2013,Ontario,Females,30 to 34 years,Divorce rate,"Rate per 1,000 married persons",15.3
2013,Ontario,Females,35 to 39 years,Number of divorces,Number,4359.0
2013,Ontario,Females,35 to 39 years,Divorce rate,"Rate per 1,000 married persons",14.1
2013,Ontario,Females,40 to 44 years,Number of divorces,Number,4662.0
2013,Ontario,Females,40 to 44 years,Divorce rate,"Rate per 1,000 married persons",13.8
2013,Ontario,Females,45 to 49 years,Number of divorces,Number,4449.0
2013,Ontario,Females,45 to 49 years,Divorce rate,"Rate per 1,000 married persons",12.2
2013,Ontario,Females,50 to 54 years,Number of divorces,Number,3582.0
2013,Ontario,Females,50 to 54 years,Divorce rate,"Rate per 1,000 married persons",9.5
2013,Ontario,Females,55 to 59 years,Number of divorces,Number,1953.0
2013,Ontario,Females,55 to 59 years,Divorce rate,"Rate per 1,000 married persons",5.9
2013,Ontario,Females,60 to 64 years,Number of divorces,Number,933.0
2013,Ontario,Females,60 to 64 years,Divorce rate,"Rate per 1,000 married persons",3.4
2013,Ontario,Females,65 years and over,Number of divorces,Number,603.0
2013,Ontario,Females,65 years and over,Divorce rate,"Rate per 1,000 married persons",1.1
2014,Ontario,Both sexes,All ages,Number of divorces,Number,50838.0
2014,Ontario,Both sexes,All ages,Divorce rate,"Rate per 1,000 married persons",8.5
2014,Ontario,Both sexes,Under 20 years,Number of divorces,Number,6.0
2014,Ontario,Both sexes,Under 20 years,Divorce rate,"Rate per 1,000 married persons",5.3
2014,Ontario,Both sexes,20 to 24 years,Number of divorces,Number,549.0
2014,Ontario,Both sexes,20 to 24 years,Divorce rate,"Rate per 1,000 married persons",13.0
2014,Ontario,Both sexes,25 to 29 years,Number of divorces,Number,3423.0
2014,Ontario,Both sexes,25 to 29 years,Divorce rate,"Rate per 1,000 married persons",15.5
2014,Ontario,Both sexes,30 to 34 years,Number of divorces,Number,6582.0
2014,Ontario,Both sexes,30 to 34 years,Divorce rate,"Rate per 1,000 married persons",14.3
2014,Ontario,Both sexes,35 to 39 years,Number of divorces,Number,8025.0
2014,Ontario,Both sexes,35 to 39 years,Divorce rate,"Rate per 1,000 married persons",13.9
2014,Ontario,Both sexes,40 to 44 years,Number of divorces,Number,8460.0
2014,Ontario,Both sexes,40 to 44 years,Divorce rate,"Rate per 1,000 married persons",13.0
2014,Ontario,Both sexes,45 to 49 years,Number of divorces,Number,8328.0
2014,Ontario,Both sexes,45 to 49 years,Divorce rate,"Rate per 1,000 married persons",11.9
2014,Ontario,Both sexes,50 to 54 years,Number of divorces,Number,7050.0
2014,Ontario,Both sexes,50 to 54 years,Divorce rate,"Rate per 1,000 married persons",9.2
2014,Ontario,Both sexes,55 to 59 years,Number of divorces,Number,4323.0
2014,Ontario,Both sexes,55 to 59 years,Divorce rate,"Rate per 1,000 married persons",6.3
2014,Ontario,Both sexes,60 to 64 years,Number of divorces,Number,2232.0
2014,Ontario,Both sexes,60 to 64 years,Divorce rate,"Rate per 1,000 married persons",3.9
2014,Ontario,Both sexes,65 years and over,Number of divorces,Number,1860.0
2014,Ontario,Both sexes,65 years and over,Divorce rate,"Rate per 1,000 married persons",1.4
2014,Ontario,Males,All ages,Number of divorces,Number,25260.0
2014,Ontario,Males,All ages,Divorce rate,"Rate per 1,000 married persons",8.5
2014,Ontario,Males,Under 20 years,Number of divorces,Number,3.0
2014,Ontario,Males,Under 20 years,Divorce rate,"Rate per 1,000 married persons",10.7
2014,Ontario,Males,20 to 24 years,Number of divorces,Number,147.0
2014,Ontario,Males,20 to 24 years,Divorce rate,"Rate per 1,000 married persons",11.2
2014,Ontario,Males,25 to 29 years,Number of divorces,Number,1296.0
2014,Ontario,Males,25 to 29 years,Divorce rate,"Rate per 1,000 married persons",15.0
2014,Ontario,Males,30 to 34 years,Number of divorces,Number,2955.0
2014,Ontario,Males,30 to 34 years,Divorce rate,"Rate per 1,000 married persons",14.5
2014,Ontario,Males,35 to 39 years,Number of divorces,Number,3795.0
2014,Ontario,Males,35 to 39 years,Divorce rate,"Rate per 1,000 married persons",14.0
2014,Ontario,Males,40 to 44 years,Number of divorces,Number,4173.0
