Year,Location,Sex or gender,Age at divorce,Indicator,Unit Of Measure,VALUE
1988,Ontario,Both sexes,55 to 59 years,Number of divorces,Number,2106.0
1988,Ontario,Both sexes,60 to 64 years,Number of divorces,Number,1110.0
1988,Ontario,Both sexes,65 years and over,Number of divorces,Number,936.0
1988,Ontario,Males,All ages,Number of divorces,Number,32817.0
1988,Ontario,Males,Under 20 years,Number of divorces,Number,9.0
1988,Ontario,Males,20 to 24 years,Number of divorces,Number,996.0
1988,Ontario,Males,25 to 29 years,Number of divorces,Number,5148.0
1988,Ontario,Males,30 to 34 years,Number of divorces,Number,7116.0
1988,Ontario,Males,35 to 39 years,Number of divorces,Number,6390.0
1988,Ontario,Males,40 to 44 years,Number of divorces,Number,5217.0
1988,Ontario,Males,45 to 49 years,Number of divorces,Number,3306.0
1988,Ontario,Males,50 to 54 years,Number of divorces,Number,2076.0
1988,Ontario,Males,55 to 59 years,Number of divorces,Number,1293.0
1988,Ontario,Males,60 to 64 years,Number of divorces,Number,684.0
1988,Ontario,Males,65 years and over,Number of divorces,Number,582.0
1988,Ontario,Females,All ages,Number of divorces,Number,32817.0
1988,Ontario,Females,Under 20 years,Number of divorces,Number,75.0
1988,Ontario,Females,20 to 24 years,Number of divorces,Number,2391.0
1988,Ontario,Females,25 to 29 years,Number of divorces,Number,7056.0
1988,Ontario,Females,30 to 34 years,Number of divorces,Number,7206.0
1988,Ontario,Females,35 to 39 years,Number of divorces,Number,5913.0
1988,Ontario,Females,40 to 44 years,Number of divorces,Number,4518.0
1988,Ontario,Females,45 to 49 years,Number of divorces,Number,2616.0
1988,Ontario,Females,50 to 54 years,Number of divorces,Number,1449.0
1988,Ontario,Females,55 to 59 years,Number of divorces,Number,813.0
1988,Ontario,Females,60 to 64 years,Number of divorces,Number,426.0
1988,Ontario,Females,65 years and over,Number of divorces,Number,354.0
1989,Ontario,Both sexes,All ages,Number of divorces,Number,63114.0
1989,Ontario,Both sexes,Under 20 years,Number of divorces,Number,51.0
1989,Ontario,Both sexes,20 to 24 years,Number of divorces,Number,3054.0
1989,Ontario,Both sexes,25 to 29 years,Number of divorces,Number,11544.0
1989,Ontario,Both sexes,30 to 34 years,Number of divorces,Number,13617.0
1989,Ontario,Both sexes,35 to 39 years,Number of divorces,Number,11760.0
1989,Ontario,Both sexes,40 to 44 years,Number of divorces,Number,9618.0
1989,Ontario,Both sexes,45 to 49 years,Number of divorces,Number,5895.0
1989,Ontario,Both sexes,50 to 54 years,Number of divorces,Number,3405.0
1989,Ontario,Both sexes,55 to 59 years,Number of divorces,Number,2124.0
1989,Ontario,Both sexes,60 to 64 years,Number of divorces,Number,1089.0
1989,Ontario,Both sexes,65 years and over,Number of divorces,Number,957.0
1989,Ontario,Males,All ages,Number of divorces,Number,31557.0
1989,Ontario,Males,Under 20 years,Number of divorces,Number,3.0
1989,Ontario,Males,20 to 24 years,Number of divorces,Number,879.0
1989,Ontario,Males,25 to 29 years,Number of divorces,Number,4917.0
1989,Ontario,Males,30 to 34 years,Number of divorces,Number,6759.0
1989,Ontario,Males,35 to 39 years,Number of divorces,Number,6018.0
1989,Ontario,Males,40 to 44 years,Number of divorces,Number,5109.0
1989,Ontario,Males,45 to 49 years,Number of divorces,Number,3330.0
1989,Ontario,Males,50 to 54 years,Number of divorces,Number,1989.0
1989,Ontario,Males,55 to 59 years,Number of divorces,Number,1293.0
1989,Ontario,Males,60 to 64 years,Number of divorces,Number,663.0
1989,Ontario,Males,65 years and over,Number of divorces,Number,597.0
1989,Ontario,Females,All ages,Number of divorces,Number,31557.0
1989,Ontario,Females,Under 20 years,Number of divorces,Number,48.0
1989,Ontario,Females,20 to 24 years,Number of divorces,Number,2175.0
1989,Ontario,Females,25 to 29 years,Number of divorces,Number,6627.0
1989,Ontario,Females,30 to 34 years,Number of divorces,Number,6858.0
1989,Ontario,Females,35 to 39 years,Number of divorces,Number,5742.0
1989,Ontario,Females,40 to 44 years,Number of divorces,Number,4509.0
1989,Ontario,Females,45 to 49 years,Number of divorces,Number,2565.0
1989,Ontario,Females,50 to 54 years,Number of divorces,Number,1416.0
1989,Ontario,Females,55 to 59 years,Number of divorces,Number,831.0
1989,Ontario,Females,60 to 64 years,Number of divorces,Number,426.0
1989,Ontario,Females,65 years and over,Number of divorces,Number,360.0
1990,Ontario,Both sexes,All ages,Number of divorces,Number,59409.0
1990,Ontario,Both sexes,Under 20 years,Number of divorces,Number,60.0
1990,Ontario,Both sexes,20 to 24 years,Number of divorces,Number,2817.0
1990,Ontario,Both sexes,25 to 29 years,Number of divorces,Number,10770.0
1990,Ontario,Both sexes,30 to 34 years,Number of divorces,Number,12858.0
1990,Ontario,Both sexes,35 to 39 years,Number of divorces,Number,11235.0
1990,Ontario,Both sexes,40 to 44 years,Number of divorces,Number,9111.0
1990,Ontario,Both sexes,45 to 49 years,Number of divorces,Number,5727.0
1990,Ontario,Both sexes,50 to 54 years,Number of divorces,Number,3132.0
1990,Ontario,Both sexes,55 to 59 years,Number of divorces,Number,1836.0
1990,Ontario,Both sexes,60 to 64 years,Number of divorces,Number,990.0
1990,Ontario,Both sexes,65 years and over,Number of divorces,Number,876.0
1990,Ontario,Males,All ages,Number of divorces,Number,29706.0
1990,Ontario,Males,Under 20 years,Number of divorces,Number,6.0
1990,Ontario,Males,20 to 24 years,Number of divorces,Number,816.0
1990,Ontario,Males,25 to 29 years,Number of divorces,Number,4548.0
1990,Ontario,Males,30 to 34 years,Number of divorces,Number,6327.0
1990,Ontario,Males,35 to 39 years,Number of divorces,Number,5757.0
1990,Ontario,Males,40 to 44 years,Number of divorces,Number,4878.0
1990,Ontario,Males,45 to 49 years,Number of divorces,Number,3237.0
1990,Ontario,Males,50 to 54 years,Number of divorces,Number,1866.0
1990,Ontario,Males,55 to 59 years,Number of divorces,Number,1125.0
1990,Ontario,Males,60 to 64 years,Number of divorces,Number,609.0
1990,Ontario,Males,65 years and over,Number of divorces,Number,537.0
1990,Ontario,Females,All ages,Number of divorces,Number,29706.0
1990,Ontario,Females,Under 20 years,Number of divorces,Number,54.0
1990,Ontario,Females,20 to 24 years,Number of divorces,Number,2001.0
1990,Ontario,Females,25 to 29 years,Number of divorces,Number,6222.0
1990,Ontario,Females,30 to 34 years,Number of divorces,Number,6531.0
1990,Ontario,Females,35 to 39 years,Number of divorces,Number,5478.0
1990,Ontario,Females,40 to 44 years,Number of divorces,Number,4233.0
1990,Ontario,Females,45 to 49 years,Number of divorces,Number,2490.0
1990,Ontario,Females,50 to 54 years,Number of divorces,Number,1266.0
1990,Ontario,Females,55 to 59 years,Number of divorces,Number,711.0
1990,Ontario,Females,60 to 64 years,Number of divorces,Number,381.0
1990,Ontario,Females,65 years and over,Number of divorces,Number,339.0
1991,Ontario,Both sexes,All ages,Number of divorces,Number,56460.0
1991,Ontario,Both sexes,All ages,Divorce rate,"Rate per 1,000 married persons",11.6
1991,Ontario,Both sexes,Under 20 years,Number of divorces,Number,51.0
1991,Ontario,Both sexes,Under 20 years,Divorce rate,"Rate per 1,000 married persons",10.3
1991,Ontario,Both sexes,20 to 24 years,Number of divorces,Number,2562.0
1991,Ontario,Both sexes,20 to 24 years,Divorce rate,"Rate per 1,000 married persons",21.4
1991,Ontario,Both sexes,25 to 29 years,Number of divorces,Number,10122.0
1991,Ontario,Both sexes,25 to 29 years,Divorce rate,"Rate per 1,000 married persons",21.4
1991,Ontario,Both sexes,30 to 34 years,Number of divorces,Number,12627.0
1991,Ontario,Both sexes,30 to 34 years,Divorce rate,"Rate per 1,000 married persons",19.4
1991,Ontario,Both sexes,35 to 39 years,Number of divorces,Number,10677.0
1991,Ontario,Both sexes,35 to 39 years,Divorce rate,"Rate per 1,000 married persons",16.4
1991,Ontario,Both sexes,40 to 44 years,Number of divorces,Number,8448.0
1991,Ontario,Both sexes,40 to 44 years,Divorce rate,"Rate per 1,000 married persons",13.4
1991,Ontario,Both sexes,45 to 49 years,Number of divorces,Number,5325.0
1991,Ontario,Both sexes,45 to 49 years,Divorce rate,"Rate per 1,000 married persons",10.7
1991,Ontario,Both sexes,50 to 54 years,Number of divorces,Number,3132.0
1991,Ontario,Both sexes,50 to 54 years,Divorce rate,"Rate per 1,000 married persons",7.6
1991,Ontario,Both sexes,55 to 59 years,Number of divorces,Number,1743.0
1991,Ontario,Both sexes,55 to 59 years,Divorce rate,"Rate per 1,000 married persons",4.6
1991,Ontario,Both sexes,60 to 64 years,Number of divorces,Number,948.0
1991,Ontario,Both sexes,60 to 64 years,Divorce rate,"Rate per 1,000 married persons",2.7
1991,Ontario,Both sexes,65 years and over,Number of divorces,Number,825.0
1991,Ontario,Both sexes,65 years and over,Divorce rate,"Rate per 1,000 married persons",1.2
1991,Ontario,Males,All ages,Number of divorces,Number,28230.0
1991,Ontario,Males,All ages,Divorce rate,"Rate per 1,000 married persons",11.6
1991,Ontario,Males,Under 20 years,Number of divorces,Number,6.0
1991,Ontario,Males,Under 20 years,Divorce rate,"Rate per 1,000 married persons",7.2
1991,Ontario,Males,20 to 24 years,Number of divorces,Number,732.0
1991,Ontario,Males,20 to 24 years,Divorce rate,"Rate per 1,000 married persons",19.6
1991,Ontario,Males,25 to 29 years,Number of divorces,Number,4242.0
1991,Ontario,Males,25 to 29 years,Divorce rate,"Rate per 1,000 married persons",21.0
1991,Ontario,Males,30 to 34 years,Number of divorces,Number,6216.0
1991,Ontario,Males,30 to 34 years,Divorce rate,"Rate per 1,000 married persons",20.2
1991,Ontario,Males,35 to 39 years,Number of divorces,Number,5517.0
1991,Ontario,Males,35 to 39 years,Divorce rate,"Rate per 1,000 married persons",17.3
1991,Ontario,Males,40 to 44 years,Number of divorces,Number,4527.0
1991,Ontario,Males,40 to 44 years,Divorce rate,"Rate per 1,000 married persons",14.3
1991,Ontario,Males,45 to 49 years,Number of divorces,Number,2970.0
1991,Ontario,Males,45 to 49 years,Divorce rate,"Rate per 1,000 married persons",11.6
1991,Ontario,Males,50 to 54 years,Number of divorces,Number,1821.0
1991,Ontario,Males,50 to 54 years,Divorce rate,"Rate per 1,000 married persons",8.5
1991,Ontario,Males,55 to 59 years,Number of divorces,Number,1077.0
1991,Ontario,Males,55 to 59 years,Divorce rate,"Rate per 1,000 married persons",5.4
1991,Ontario,Males,60 to 64 years,Number of divorces,Number,603.0
1991,Ontario,Males,60 to 64 years,Divorce rate,"Rate per 1,000 married persons",3.2
1991,Ontario,Males,65 years and over,Number of divorces,Number,519.0
1991,Ontario,Males,65 years and over,Divorce rate,"Rate per 1,000 married persons",1.3
1991,Ontario,Females,All ages,Number of divorces,Number,28230.0
1991,Ontario,Females,All ages,Divorce rate,"Rate per 1,000 married persons",11.6
1991,Ontario,Females,Under 20 years,Number of divorces,Number,45.0
1991,Ontario,Females,Under 20 years,Divorce rate,"Rate per 1,000 married persons",10.9
1991,Ontario,Females,20 to 24 years,Number of divorces,Number,1830.0
1991,Ontario,Females,20 to 24 years,Divorce rate,"Rate per 1,000 married persons",22.3
1991,Ontario,Females,25 to 29 years,Number of divorces,Number,5880.0
1991,Ontario,Females,25 to 29 years,Divorce rate,"Rate per 1,000 married persons",21.8
1991,Ontario,Females,30 to 34 years,Number of divorces,Number,6411.0
1991,Ontario,Females,30 to 34 years,Divorce rate,"Rate per 1,000 married persons",18.7
1991,Ontario,Females,35 to 39 years,Number of divorces,Number,5160.0
1991,Ontario,Females,35 to 39 years,Divorce rate,"Rate per 1,000 married persons",15.5
1991,Ontario,Females,40 to 44 years,Number of divorces,Number,3921.0
1991,Ontario,Females,40 to 44 years,Divorce rate,"Rate per 1,000 married persons",12.5
1991,Ontario,Females,45 to 49 years,Number of divorces,Number,2355.0
1991,Ontario,Females,45 to 49 years,Divorce rate,"Rate per 1,000 married persons",9.7
1991,Ontario,Females,50 to 54 years,Number of divorces,Number,1311.0
1991,Ontario,Females,50 to 54 years,Divorce rate,"Rate per 1,000 married persons",6.6
1991,Ontario,Females,55 to 59 years,Number of divorces,Number,666.0
1991,Ontario,Females,55 to 59 years,Divorce rate,"Rate per 1,000 married persons",3.7
1991,Ontario,Females,60 to 64 years,Number of divorces,Number,345.0
1991,Ontario,Females,60 to 64 years,Divorce rate,"Rate per 1,000 married persons",2.1
1991,Ontario,Females,65 years and over,Number of divorces,Number,306.0
1991,Ontario,Females,65 years and over,Divorce rate,"Rate per 1,000 married persons",1.0
1992,Ontario,Both sexes,All ages,Number of divorces,Number,61830.0
1992,Ontario,Both sexes,All ages,Divorce rate,"Rate per 1,000 married persons",12.6
1992,Ontario,Both sexes,Under 20 years,Number of divorces,Number,45.0
1992,Ontario,Both sexes,Under 20 years,Divorce rate,"Rate per 1,000 married persons",9.9
1992,Ontario,Both sexes,20 to 24 years,Number of divorces,Number,2661.0
1992,Ontario,Both sexes,20 to 24 years,Divorce rate,"Rate per 1,000 married persons",24.0
1992,Ontario,Both sexes,25 to 29 years,Number of divorces,Number,10368.0
1992,Ontario,Both sexes,25 to 29 years,Divorce rate,"Rate per 1,000 married persons",23.2
1992,Ontario,Both sexes,30 to 34 years,Number of divorces,Number,13656.0
1992,Ontario,Both sexes,30 to 34 years,Divorce rate,"Rate per 1,000 married persons",21.0
1992,Ontario,Both sexes,35 to 39 years,Number of divorces,Number,11691.0
1992,Ontario,Both sexes,35 to 39 years,Divorce rate,"Rate per 1,000 married persons",17.7
1992,Ontario,Both sexes,40 to 44 years,Number of divorces,Number,9372.0
1992,Ontario,Both sexes,40 to 44 years,Divorce rate,"Rate per 1,000 married persons",15.1
1992,Ontario,Both sexes,45 to 49 years,Number of divorces,Number,6486.0
1992,Ontario,Both sexes,45 to 49 years,Divorce rate,"Rate per 1,000 married persons",12.2
1992,Ontario,Both sexes,50 to 54 years,Number of divorces,Number,3657.0
1992,Ontario,Both sexes,50 to 54 years,Divorce rate,"Rate per 1,000 married persons",8.6
1992,Ontario,Both sexes,55 to 59 years,Number of divorces,Number,1866.0
1992,Ontario,Both sexes,55 to 59 years,Divorce rate,"Rate per 1,000 married persons",5.0
1992,Ontario,Both sexes,60 to 64 years,Number of divorces,Number,1074.0
1992,Ontario,Both sexes,60 to 64 years,Divorce rate,"Rate per 1,000 married persons",3.0
1992,Ontario,Both sexes,65 years and over,Number of divorces,Number,954.0
1992,Ontario,Both sexes,65 years and over,Divorce rate,"Rate per 1,000 married persons",1.3
1992,Ontario,Males,All ages,Number of divorces,Number,30915.0
1992,Ontario,Males,All ages,Divorce rate,"Rate per 1,000 married persons",12.7
1992,Ontario,Males,Under 20 years,Number of divorces,Number,6.0
1992,Ontario,Males,Under 20 years,Divorce rate,"Rate per 1,000 married persons",8.0
1992,Ontario,Males,20 to 24 years,Number of divorces,Number,768.0
1992,Ontario,Males,20 to 24 years,Divorce rate,"Rate per 1,000 married persons",22.4
1992,Ontario,Males,25 to 29 years,Number of divorces,Number,4296.0
1992,Ontario,Males,25 to 29 years,Divorce rate,"Rate per 1,000 married persons",22.7
1992,Ontario,Males,30 to 34 years,Number of divorces,Number,6678.0
1992,Ontario,Males,30 to 34 years,Divorce rate,"Rate per 1,000 married persons",21.8
1992,Ontario,Males,35 to 39 years,Number of divorces,Number,6000.0
1992,Ontario,Males,35 to 39 years,Divorce rate,"Rate per 1,000 married persons",18.7
1992,Ontario,Males,40 to 44 years,Number of divorces,Number,5001.0
1992,Ontario,Males,40 to 44 years,Divorce rate,"Rate per 1,000 married persons",16.1
1992,Ontario,Males,45 to 49 years,Number of divorces,Number,3543.0
1992,Ontario,Males,45 to 49 years,Divorce rate,"Rate per 1,000 married persons",13.0
1992,Ontario,Males,50 to 54 years,Number of divorces,Number,2193.0
1992,Ontario,Males,50 to 54 years,Divorce rate,"Rate per 1,000 married persons",10.0
1992,Ontario,Males,55 to 59 years,Number of divorces,Number,1134.0
1992,Ontario,Males,55 to 59 years,Divorce rate,"Rate per 1,000 married persons",5.7
1992,Ontario,Males,60 to 64 years,Number of divorces,Number,693.0
1992,Ontario,Males,60 to 64 years,Divorce rate,"Rate per 1,000 married persons",3.7
1992,Ontario,Males,65 years and over,Number of divorces,Number,603.0
1992,Ontario,Males,65 years and over,Divorce rate,"Rate per 1,000 married persons",1.5
1992,Ontario,Females,All ages,Number of divorces,Number,30915.0
1992,Ontario,Females,All ages,Divorce rate,"Rate per 1,000 married persons",12.6
1992,Ontario,Females,Under 20 years,Number of divorces,Number,39.0
1992,Ontario,Females,Under 20 years,Divorce rate,"Rate per 1,000 married persons",10.3
1992,Ontario,Females,20 to 24 years,Number of divorces,Number,1893.0
1992,Ontario,Females,20 to 24 years,Divorce rate,"Rate per 1,000 married persons",24.7
1992,Ontario,Females,25 to 29 years,Number of divorces,Number,6072.0
1992,Ontario,Females,25 to 29 years,Divorce rate,"Rate per 1,000 married persons",23.6
1992,Ontario,Females,30 to 34 years,Number of divorces,Number,6978.0
1992,Ontario,Females,30 to 34 years,Divorce rate,"Rate per 1,000 married persons",20.3
1992,Ontario,Females,35 to 39 years,Number of divorces,Number,5691.0
1992,Ontario,Females,35 to 39 years,Divorce rate,"Rate per 1,000 married persons",16.8
1992,Ontario,Females,40 to 44 years,Number of divorces,Number,4371.0
1992,Ontario,Females,40 to 44 years,Divorce rate,"Rate per 1,000 married persons",14.0
1992,Ontario,Females,45 to 49 years,Number of divorces,Number,2943.0
1992,Ontario,Females,45 to 49 years,Divorce rate,"Rate per 1,000 married persons",11.3
1992,Ontario,Females,50 to 54 years,Number of divorces,Number,1464.0
1992,Ontario,Females,50 to 54 years,Divorce rate,"Rate per 1,000 married persons",7.2
1992,Ontario,Females,55 to 59 years,Number of divorces,Number,732.0
1992,Ontario,Females,55 to 59 years,Divorce rate,"Rate per 1,000 married persons",4.1
1992,Ontario,Females,60 to 64 years,Number of divorces,Number,381.0
1992,Ontario,Females,60 to 64 years,Divorce rate,"Rate per 1,000 married persons",2.3
1992,Ontario,Females,65 years and over,Number of divorces,Number,351.0
1992,Ontario,Females,65 years and over,Divorce rate,"Rate per 1,000 married persons",1.1
1993,Ontario,Both sexes,All ages,Number of divorces,Number,59127.0
1993,Ontario,Both sexes,All ages,Divorce rate,"Rate per 1,000 married persons",12.0
1993,Ontario,Both sexes,Under 20 years,Number of divorces,Number,42.0
1993,Ontario,Both sexes,Under 20 years,Divorce rate,"Rate per 1,000 married persons",10.1
1993,Ontario,Both sexes,20 to 24 years,Number of divorces,Number,2433.0
1993,Ontario,Both sexes,20 to 24 years,Divorce rate,"Rate per 1,000 married persons",23.8
1993,Ontario,Both sexes,25 to 29 years,Number of divorces,Number,9579.0
1993,Ontario,Both sexes,25 to 29 years,Divorce rate,"Rate per 1,000 married persons",23.1
1993,Ontario,Both sexes,30 to 34 years,Number of divorces,Number,13128.0
1993,Ontario,Both sexes,30 to 34 years,Divorce rate,"Rate per 1,000 married persons",20.2
1993,Ontario,Both sexes,35 to 39 years,Number of divorces,Number,11805.0
1993,Ontario,Both sexes,35 to 39 years,Divorce rate,"Rate per 1,000 married persons",17.6
1993,Ontario,Both sexes,40 to 44 years,Number of divorces,Number,8844.0
1993,Ontario,Both sexes,40 to 44 years,Divorce rate,"Rate per 1,000 married persons",14.2
1993,Ontario,Both sexes,45 to 49 years,Number of divorces,Number,6084.0
1993,Ontario,Both sexes,45 to 49 years,Divorce rate,"Rate per 1,000 married persons",10.9
1993,Ontario,Both sexes,50 to 54 years,Number of divorces,Number,3552.0
1993,Ontario,Both sexes,50 to 54 years,Divorce rate,"Rate per 1,000 married persons",8.1
1993,Ontario,Both sexes,55 to 59 years,Number of divorces,Number,1788.0
1993,Ontario,Both sexes,55 to 59 years,Divorce rate,"Rate per 1,000 married persons",4.7
1993,Ontario,Both sexes,60 to 64 years,Number of divorces,Number,972.0
1993,Ontario,Both sexes,60 to 64 years,Divorce rate,"Rate per 1,000 married persons",2.7
1993,Ontario,Both sexes,65 years and over,Number of divorces,Number,900.0
1993,Ontario,Both sexes,65 years and over,Divorce rate,"Rate per 1,000 married persons",1.2
1993,Ontario,Males,All ages,Number of divorces,Number,29562.0
1993,Ontario,Males,All ages,Divorce rate,"Rate per 1,000 married persons",12.0
1993,Ontario,Males,Under 20 years,Number of divorces,Number,6.0
1993,Ontario,Males,Under 20 years,Divorce rate,"Rate per 1,000 married persons",8.9
1993,Ontario,Males,20 to 24 years,Number of divorces,Number,696.0
1993,Ontario,Males,20 to 24 years,Divorce rate,"Rate per 1,000 married persons",22.2
1993,Ontario,Males,25 to 29 years,Number of divorces,Number,4008.0
1993,Ontario,Males,25 to 29 years,Divorce rate,"Rate per 1,000 married persons",23.0
1993,Ontario,Males,30 to 34 years,Number of divorces,Number,6312.0
1993,Ontario,Males,30 to 34 years,Divorce rate,"Rate per 1,000 married persons",20.7
1993,Ontario,Males,35 to 39 years,Number of divorces,Number,6096.0
1993,Ontario,Males,35 to 39 years,Divorce rate,"Rate per 1,000 married persons",18.8
1993,Ontario,Males,40 to 44 years,Number of divorces,Number,4716.0
1993,Ontario,Males,40 to 44 years,Divorce rate,"Rate per 1,000 married persons",15.3
1993,Ontario,Males,45 to 49 years,Number of divorces,Number,3345.0
1993,Ontario,Males,45 to 49 years,Divorce rate,"Rate per 1,000 married persons",11.8
1993,Ontario,Males,50 to 54 years,Number of divorces,Number,2076.0
1993,Ontario,Males,50 to 54 years,Divorce rate,"Rate per 1,000 married persons",9.2
1993,Ontario,Males,55 to 59 years,Number of divorces,Number,1095.0
1993,Ontario,Males,55 to 59 years,Divorce rate,"Rate per 1,000 married persons",5.5
1993,Ontario,Males,60 to 64 years,Number of divorces,Number,633.0
1993,Ontario,Males,60 to 64 years,Divorce rate,"Rate per 1,000 married persons",3.3
1993,Ontario,Males,65 years and over,Number of divorces,Number,579.0
1993,Ontario,Males,65 years and over,Divorce rate,"Rate per 1,000 married persons",1.4
1993,Ontario,Females,All ages,Number of divorces,Number,29565.0
1993,Ontario,Females,All ages,Divorce rate,"Rate per 1,000 married persons",12.0
1993,Ontario,Females,Under 20 years,Number of divorces,Number,36.0
1993,Ontario,Females,Under 20 years,Divorce rate,"Rate per 1,000 married persons",10.3
1993,Ontario,Females,20 to 24 years,Number of divorces,Number,1737.0
1993,Ontario,Females,20 to 24 years,Divorce rate,"Rate per 1,000 married persons",24.5
1993,Ontario,Females,25 to 29 years,Number of divorces,Number,5571.0
1993,Ontario,Females,25 to 29 years,Divorce rate,"Rate per 1,000 married persons",23.1
1993,Ontario,Females,30 to 34 years,Number of divorces,Number,6816.0
1993,Ontario,Females,30 to 34 years,Divorce rate,"Rate per 1,000 married persons",19.8
1993,Ontario,Females,35 to 39 years,Number of divorces,Number,5709.0
1993,Ontario,Females,35 to 39 years,Divorce rate,"Rate per 1,000 married persons",16.5
1993,Ontario,Females,40 to 44 years,Number of divorces,Number,4128.0
1993,Ontario,Females,40 to 44 years,Divorce rate,"Rate per 1,000 married persons",13.2
1993,Ontario,Females,45 to 49 years,Number of divorces,Number,2739.0
1993,Ontario,Females,45 to 49 years,Divorce rate,"Rate per 1,000 married persons",10.0
1993,Ontario,Females,50 to 54 years,Number of divorces,Number,1476.0
1993,Ontario,Females,50 to 54 years,Divorce rate,"Rate per 1,000 married persons",7.0
1993,Ontario,Females,55 to 59 years,Number of divorces,Number,693.0
1993,Ontario,Females,55 to 59 years,Divorce rate,"Rate per 1,000 married persons",3.9
1993,Ontario,Females,60 to 64 years,Number of divorces,Number,339.0
1993,Ontario,Females,60 to 64 years,Divorce rate,"Rate per 1,000 married persons",2.1
1993,Ontario,Females,65 years and over,Number of divorces,Number,321.0
1993,Ontario,Females,65 years and over,Divorce rate,"Rate per 1,000 married persons",1.0
1994,Ontario,Both sexes,All ages,Number of divorces,Number,62604.0
1994,Ontario,Both sexes,All ages,Divorce rate,"Rate per 1,000 married persons",12.6
1994,Ontario,Both sexes,Under 20 years,Number of divorces,Number,51.0
1994,Ontario,Both sexes,Under 20 years,Divorce rate,"Rate per 1,000 married persons",13.2
1994,Ontario,Both sexes,20 to 24 years,Number of divorces,Number,2253.0
1994,Ontario,Both sexes,20 to 24 years,Divorce rate,"Rate per 1,000 married persons",24.0
1994,Ontario,Both sexes,25 to 29 years,Number of divorces,Number,9390.0
1994,Ontario,Both sexes,25 to 29 years,Divorce rate,"Rate per 1,000 married persons",24.4
1994,Ontario,Both sexes,30 to 34 years,Number of divorces,Number,14121.0
1994,Ontario,Both sexes,30 to 34 years,Divorce rate,"Rate per 1,000 married persons",21.7
1994,Ontario,Both sexes,35 to 39 years,Number of divorces,Number,12315.0
1994,Ontario,Both sexes,35 to 39 years,Divorce rate,"Rate per 1,000 married persons",18.2
1994,Ontario,Both sexes,40 to 44 years,Number of divorces,Number,9552.0
1994,Ontario,Both sexes,40 to 44 years,Divorce rate,"Rate per 1,000 married persons",15.2
1994,Ontario,Both sexes,45 to 49 years,Number of divorces,Number,6927.0
1994,Ontario,Both sexes,45 to 49 years,Divorce rate,"Rate per 1,000 married persons",12.0
1994,Ontario,Both sexes,50 to 54 years,Number of divorces,Number,3888.0
1994,Ontario,Both sexes,50 to 54 years,Divorce rate,"Rate per 1,000 married persons",8.6
1994,Ontario,Both sexes,55 to 59 years,Number of divorces,Number,2007.0
1994,Ontario,Both sexes,55 to 59 years,Divorce rate,"Rate per 1,000 married persons",5.2
1994,Ontario,Both sexes,60 to 64 years,Number of divorces,Number,1119.0
1994,Ontario,Both sexes,60 to 64 years,Divorce rate,"Rate per 1,000 married persons",3.1
1994,Ontario,Both sexes,65 years and over,Number of divorces,Number,981.0
1994,Ontario,Both sexes,65 years and over,Divorce rate,"Rate per 1,000 married persons",1.3
1994,Ontario,Males,All ages,Number of divorces,Number,31302.0
1994,Ontario,Males,All ages,Divorce rate,"Rate per 1,000 married persons",12.7
1994,Ontario,Males,Under 20 years,Number of divorces,Number,3.0
1994,Ontario,Males,Under 20 years,Divorce rate,"Rate per 1,000 married persons",4.8
1994,Ontario,Males,20 to 24 years,Number of divorces,Number,621.0
1994,Ontario,Males,20 to 24 years,Divorce rate,"Rate per 1,000 married persons",21.8
1994,Ontario,Males,25 to 29 years,Number of divorces,Number,3825.0
1994,Ontario,Males,25 to 29 years,Divorce rate,"Rate per 1,000 married persons",24.0
1994,Ontario,Males,30 to 34 years,Number of divorces,Number,6801.0
1994,Ontario,Males,30 to 34 years,Divorce rate,"Rate per 1,000 married persons",22.4
1994,Ontario,Males,35 to 39 years,Number of divorces,Number,6318.0
1994,Ontario,Males,35 to 39 years,Divorce rate,"Rate per 1,000 married persons",19.3
1994,Ontario,Males,40 to 44 years,Number of divorces,Number,5043.0
1994,Ontario,Males,40 to 44 years,Divorce rate,"Rate per 1,000 married persons",16.3
1994,Ontario,Males,45 to 49 years,Number of divorces,Number,3789.0
1994,Ontario,Males,45 to 49 years,Divorce rate,"Rate per 1,000 married persons",13.0
1994,Ontario,Males,50 to 54 years,Number of divorces,Number,2310.0
1994,Ontario,Males,50 to 54 years,Divorce rate,"Rate per 1,000 married persons",9.9
1994,Ontario,Males,55 to 59 years,Number of divorces,Number,1242.0
1994,Ontario,Males,55 to 59 years,Divorce rate,"Rate per 1,000 married persons",6.2
1994,Ontario,Males,60 to 64 years,Number of divorces,Number,687.0
1994,Ontario,Males,60 to 64 years,Divorce rate,"Rate per 1,000 married persons",3.6
1994,Ontario,Males,65 years and over,Number of divorces,Number,663.0
1994,Ontario,Males,65 years and over,Divorce rate,"Rate per 1,000 married persons",1.6
1994,Ontario,Females,All ages,Number of divorces,Number,31302.0
1994,Ontario,Females,All ages,Divorce rate,"Rate per 1,000 married persons",12.6
1994,Ontario,Females,Under 20 years,Number of divorces,Number,48.0
1994,Ontario,Females,Under 20 years,Divorce rate,"Rate per 1,000 married persons",14.8
1994,Ontario,Females,20 to 24 years,Number of divorces,Number,1632.0
